asin,reviewTime,Number_of_reviews
0345803507,2014-01-24,2
0345803507,2014-01-25,1
0345803507,2014-01-26,5
0345803507,2014-01-29,7
0345803507,2014-01-30,1
0345803507,2014-01-31,2
0345803507,2014-02-02,1
0345803507,2014-02-03,4
0345803507,2014-02-04,1
0345803507,2014-02-05,1
0345803507,2014-02-06,2
0345803507,2014-02-07,1
0345803507,2014-02-08,4
0345803507,2014-02-09,1
0345803507,2014-02-10,2
0345803507,2014-02-11,1
0345803507,2014-02-12,4
0345803507,2014-02-13,1
0345803507,2014-02-14,2
0345803507,2014-02-15,4
0345803507,2014-02-16,1
0345803507,2014-02-17,3
0345803507,2014-02-18,2
0345803507,2014-02-19,1
0345803507,2014-02-21,4
0345803507,2014-02-22,1
0345803507,2014-02-25,2
0345803507,2014-02-27,6
0345803507,2014-02-28,1
0345803507,2014-03-01,2
0345803507,2014-03-02,2
0345803507,2014-03-04,3
0345803507,2014-03-06,1
0345803507,2014-03-08,2
0345803507,2014-03-10,1
0345803507,2014-03-11,2
0345803507,2014-03-12,2
0345803507,2014-03-13,3
0345803507,2014-03-15,4
0345803507,2014-03-16,1
0345803507,2014-03-17,1
0345803507,2014-03-18,3
0345803507,2014-03-19,3
0345803507,2014-03-20,1
0345803507,2014-03-22,1
0345803507,2014-03-24,2
0345803507,2014-03-25,3
0345803507,2014-03-26,2
0345803507,2014-03-27,4
0345803507,2014-03-28,3
0345803507,2014-03-29,1
0345803507,2014-03-30,2
0345803507,2014-03-31,1
0345803507,2014-04-01,2
0345803507,2014-04-02,1
0345803507,2014-04-03,2
0345803507,2014-04-05,1
0345803507,2014-04-07,2
0345803507,2014-04-08,3
0345803507,2014-04-09,2
0345803507,2014-04-11,3
0345803507,2014-04-12,1
0345803507,2014-04-14,1
0345803507,2014-04-15,3
0345803507,2014-04-16,4
0345803507,2014-04-17,1
0345803507,2014-04-19,1
0345803507,2014-04-20,1
0345803507,2014-04-21,2
0345803507,2014-04-22,1
0345803507,2014-04-23,1
0345803507,2014-04-27,2
0345803507,2014-04-28,3
0345803507,2014-04-29,3
0345803507,2014-04-30,1
0345803507,2014-05-01,2
0345803507,2014-05-03,2
0345803507,2014-05-06,2
0345803507,2014-05-09,3
0345803507,2014-05-10,4
0345803507,2014-05-12,1
0345803507,2014-05-13,2
0345803507,2014-05-14,1
0345803507,2014-05-15,1
0345803507,2014-05-17,2
0345803507,2014-05-18,1
0345803507,2014-05-20,3
0345803507,2014-05-21,1
0345803507,2014-05-22,2
0345803507,2014-05-24,1
0345803507,2014-05-25,4
0345803507,2014-05-26,1
0345803507,2014-05-27,2
0345803507,2014-05-28,1
0345803507,2014-05-29,1
0345803507,2014-05-31,1
0345803507,2014-06-01,1
0345803507,2014-06-03,2
0345803507,2014-06-05,2
0345803507,2014-06-07,1
0345803507,2014-06-08,1
0345803507,2014-06-09,1
0345803507,2014-06-12,2
0345803507,2014-06-13,2
0345803507,2014-06-16,1
0345803507,2014-06-17,1
0345803507,2014-06-18,2
0345803507,2014-06-20,1
0345803507,2014-06-23,1
0345803507,2014-06-24,1
0345803507,2014-06-27,3
0345803507,2014-06-29,1
0345803507,2014-06-30,1
0345803507,2014-07-01,1
0345803507,2014-07-02,1
0345803507,2014-07-03,1
0345803507,2014-07-04,1
0345803507,2014-07-05,2
0345803507,2014-07-06,3
0345803507,2014-07-07,6
0345803507,2014-07-08,1
0345803507,2014-07-09,1
0345803507,2014-07-10,2
0345803507,2014-07-12,1
0345803507,2014-07-18,1
0375831002,2006-02-16,1
0375831002,2006-03-15,1
0375831002,2006-03-16,1
0375831002,2006-03-17,2
0375831002,2006-03-23,1
0375831002,2006-03-28,1
0375831002,2006-03-31,1
0375831002,2006-04-01,1
0375831002,2006-04-06,1
0375831002,2006-04-08,1
0375831002,2006-04-09,1
0375831002,2006-04-20,1
0375831002,2006-04-22,1
0375831002,2006-05-04,1
0375831002,2006-05-18,1
0375831002,2006-05-30,2
0375831002,2006-06-06,1
0375831002,2006-06-11,1
0375831002,2006-06-12,1
0375831002,2006-06-13,1
0375831002,2006-06-19,1
0375831002,2006-06-21,1
0375831002,2006-06-26,1
0375831002,2006-07-01,1
0375831002,2006-07-15,2
0375831002,2006-07-20,1
0375831002,2006-07-24,2
0375831002,2006-07-25,1
0375831002,2006-07-28,1
0375831002,2006-07-31,1
0375831002,2006-08-19,1
0375831002,2006-08-26,1
0375831002,2006-08-28,1
0375831002,2006-08-29,1
0375831002,2006-08-30,1
0375831002,2006-09-06,1
0375831002,2006-09-11,1
0375831002,2006-09-14,1
0375831002,2006-09-20,1
0375831002,2006-10-04,1
0375831002,2006-10-19,1
0375831002,2006-10-27,2
0375831002,2006-10-29,1
0375831002,2006-11-01,1
0375831002,2006-11-02,1
0375831002,2006-11-18,1
0375831002,2006-11-19,1
0375831002,2006-11-22,1
0375831002,2006-11-26,1
0375831002,2006-11-28,1
0375831002,2006-11-30,1
0375831002,2006-12-18,1
0375831002,2006-12-21,1
0375831002,2006-12-27,1
0375831002,2007-01-04,1
0375831002,2007-01-10,1
0375831002,2007-01-13,1
0375831002,2007-01-14,1
0375831002,2007-01-28,1
0375831002,2007-01-31,1
0375831002,2007-02-20,1
0375831002,2007-02-25,1
0375831002,2007-03-02,1
0375831002,2007-03-07,1
0375831002,2007-03-08,1
0375831002,2007-03-09,1
0375831002,2007-03-15,1
0375831002,2007-03-16,1
0375831002,2007-03-22,1
0375831002,2007-03-24,1
0375831002,2007-03-26,1
0375831002,2007-03-28,1
0375831002,2007-04-02,1
0375831002,2007-04-07,1
0375831002,2007-04-11,1
0375831002,2007-04-21,1
0375831002,2007-05-01,1
0375831002,2007-05-07,2
0375831002,2007-05-14,1
0375831002,2007-05-18,1
0375831002,2007-05-19,1
0375831002,2007-06-03,1
0375831002,2007-06-04,1
0375831002,2007-06-07,1
0375831002,2007-06-10,1
0375831002,2007-06-30,1
0375831002,2007-07-21,1
0375831002,2007-07-24,2
0375831002,2007-07-25,1
0375831002,2007-08-10,1
0375831002,2007-08-13,1
0375831002,2007-08-16,1
0375831002,2007-09-13,1
0375831002,2007-09-20,1
0375831002,2007-09-22,1
0375831002,2007-09-29,1
0375831002,2007-10-06,1
0375831002,2007-10-08,1
0375831002,2007-10-10,1
0375831002,2007-10-15,1
0375831002,2007-10-23,1
0375831002,2007-10-27,1
0375831002,2007-10-30,1
0375831002,2007-11-01,1
0375831002,2007-11-08,1
0375831002,2007-11-27,1
0375831002,2007-11-29,1
0375831002,2007-12-02,1
0375831002,2007-12-03,1
0375831002,2007-12-11,1
0375831002,2007-12-20,2
0375831002,2007-12-22,1
0375831002,2008-01-02,1
0375831002,2008-01-05,2
0375831002,2008-01-07,2
0375831002,2008-01-09,1
0375831002,2008-01-13,1
0375831002,2008-01-14,2
0375831002,2008-01-15,2
0375831002,2008-01-16,1
0375831002,2008-01-17,1
0375831002,2008-01-20,1
0375831002,2008-01-21,1
0375831002,2008-01-27,1
0375831002,2008-02-04,1
0375831002,2008-02-07,1
0375831002,2008-02-08,1
0375831002,2008-02-09,2
0375831002,2008-02-11,1
0375831002,2008-02-13,1
0375831002,2008-02-15,1
0375831002,2008-02-25,1
0375831002,2008-02-29,1
0375831002,2008-03-03,1
0375831002,2008-03-04,1
0375831002,2008-03-16,1
0375831002,2008-03-17,1
0375831002,2008-03-19,1
0375831002,2008-03-21,1
0375831002,2008-03-23,1
0375831002,2008-03-24,2
0375831002,2008-03-29,1
0375831002,2008-04-02,1
0375831002,2008-04-04,2
0375831002,2008-04-06,1
0375831002,2008-04-11,1
0375831002,2008-04-13,1
0375831002,2008-04-14,1
0375831002,2008-04-18,1
0375831002,2008-04-19,1
0375831002,2008-04-28,1
0375831002,2008-04-30,1
0375831002,2008-05-04,1
0375831002,2008-05-14,1
0375831002,2008-05-15,1
0375831002,2008-05-20,2
0375831002,2008-05-24,1
0375831002,2008-05-27,1
0375831002,2008-05-31,1
0375831002,2008-06-03,1
0375831002,2008-06-12,1
0375831002,2008-06-13,1
0375831002,2008-06-14,1
0375831002,2008-06-15,1
0375831002,2008-06-23,1
0375831002,2008-06-25,1
0375831002,2008-06-26,1
0375831002,2008-07-12,1
0375831002,2008-07-17,1
0375831002,2008-07-29,1
0375831002,2008-08-17,2
0375831002,2008-08-19,2
0375831002,2008-08-21,1
0375831002,2008-08-27,1
0375831002,2008-08-28,1
0375831002,2008-08-31,2
0375831002,2008-09-01,1
0375831002,2008-09-06,1
0375831002,2008-09-07,1
0375831002,2008-09-09,2
0375831002,2008-09-15,1
0375831002,2008-09-18,1
0375831002,2008-09-19,1
0375831002,2008-09-29,1
0375831002,2008-10-02,2
0375831002,2008-10-03,1
0375831002,2008-10-05,1
0375831002,2008-10-12,2
0375831002,2008-10-14,2
0375831002,2008-10-15,1
0375831002,2008-10-17,1
0375831002,2008-10-19,1
0375831002,2008-10-22,1
0375831002,2008-10-25,1
0375831002,2008-10-28,1
0375831002,2008-10-31,1
0375831002,2008-11-01,1
0375831002,2008-11-04,1
0375831002,2008-11-05,1
0375831002,2008-11-07,1
0375831002,2008-11-10,1
0375831002,2008-11-13,1
0375831002,2008-11-17,2
0375831002,2008-11-28,1
0375831002,2008-12-01,2
0375831002,2008-12-03,1
0375831002,2008-12-21,1
0375831002,2008-12-23,1
0375831002,2008-12-27,1
0375831002,2008-12-28,1
0375831002,2008-12-29,1
0375831002,2008-12-30,1
0375831002,2008-12-31,1
0375831002,2009-01-04,2
0375831002,2009-01-05,1
0375831002,2009-01-10,1
0375831002,2009-01-13,3
0375831002,2009-01-19,2
0375831002,2009-01-22,2
0375831002,2009-01-31,1
0375831002,2009-02-01,1
0375831002,2009-02-03,1
0375831002,2009-02-10,1
0375831002,2009-02-12,1
0375831002,2009-02-15,2
0375831002,2009-02-20,2
0375831002,2009-02-23,1
0375831002,2009-02-24,1
0375831002,2009-02-25,1
0375831002,2009-03-05,2
0375831002,2009-03-06,1
0375831002,2009-03-09,2
0375831002,2009-03-12,1
0375831002,2009-03-18,2
0375831002,2009-03-19,1
0375831002,2009-03-30,2
0375831002,2009-04-02,2
0375831002,2009-04-03,1
0375831002,2009-04-09,1
0375831002,2009-04-12,1
0375831002,2009-04-17,1
0375831002,2009-04-22,1
0375831002,2009-04-25,2
0375831002,2009-04-26,1
0375831002,2009-04-30,1
0375831002,2009-05-01,1
0375831002,2009-05-04,1
0375831002,2009-05-08,1
0375831002,2009-05-09,1
0375831002,2009-05-10,1
0375831002,2009-05-12,1
0375831002,2009-05-13,1
0375831002,2009-05-14,1
0375831002,2009-05-15,1
0375831002,2009-05-16,2
0375831002,2009-05-18,2
0375831002,2009-05-21,1
0375831002,2009-05-24,1
0375831002,2009-05-27,3
0375831002,2009-05-29,1
0375831002,2009-05-31,1
0375831002,2009-06-01,3
0375831002,2009-06-03,1
0375831002,2009-06-05,1
0375831002,2009-06-08,1
0375831002,2009-06-11,1
0375831002,2009-06-12,1
0375831002,2009-06-16,1
0375831002,2009-06-18,1
0375831002,2009-06-21,2
0375831002,2009-06-22,1
0375831002,2009-06-26,1
0375831002,2009-06-29,1
0375831002,2009-06-30,1
0375831002,2009-07-01,2
0375831002,2009-07-04,1
0375831002,2009-07-07,1
0375831002,2009-07-08,1
0375831002,2009-07-09,1
0375831002,2009-07-11,1
0375831002,2009-07-16,1
0375831002,2009-07-21,1
0375831002,2009-07-22,2
0375831002,2009-07-25,1
0375831002,2009-07-28,1
0375831002,2009-07-29,1
0375831002,2009-08-01,1
0375831002,2009-08-04,2
0375831002,2009-08-06,1
0375831002,2009-08-07,1
0375831002,2009-08-10,1
0375831002,2009-08-14,1
0375831002,2009-08-15,1
0375831002,2009-08-16,2
0375831002,2009-08-19,2
0375831002,2009-08-21,3
0375831002,2009-08-22,1
0375831002,2009-08-25,1
0375831002,2009-09-01,1
0375831002,2009-09-03,1
0375831002,2009-09-07,1
0375831002,2009-09-10,2
0375831002,2009-09-12,1
0375831002,2009-09-15,1
0375831002,2009-09-16,1
0375831002,2009-09-17,1
0375831002,2009-09-25,1
0375831002,2009-09-30,1
0375831002,2009-10-02,1
0375831002,2009-10-04,1
0375831002,2009-10-12,2
0375831002,2009-10-15,1
0375831002,2009-10-19,1
0375831002,2009-10-20,1
0375831002,2009-10-22,1
0375831002,2009-10-25,1
0375831002,2009-10-26,1
0375831002,2009-10-28,1
0375831002,2009-10-31,1
0375831002,2009-11-07,1
0375831002,2009-11-12,1
0375831002,2009-11-14,1
0375831002,2009-11-17,1
0375831002,2009-11-19,1
0375831002,2009-11-21,1
0375831002,2009-11-22,1
0375831002,2009-11-25,1
0375831002,2009-11-28,1
0375831002,2009-11-29,1
0375831002,2009-11-30,1
0375831002,2009-12-02,1
0375831002,2009-12-03,1
0375831002,2009-12-05,1
0375831002,2009-12-07,1
0375831002,2009-12-10,1
0375831002,2009-12-14,1
0375831002,2009-12-15,1
0375831002,2009-12-23,1
0375831002,2009-12-24,1
0375831002,2010-01-04,1
0375831002,2010-01-07,1
0375831002,2010-01-09,1
0375831002,2010-01-11,1
0375831002,2010-01-15,1
0375831002,2010-01-18,1
0375831002,2010-01-19,1
0375831002,2010-01-20,2
0375831002,2010-01-21,1
0375831002,2010-01-31,1
0375831002,2010-02-05,1
0375831002,2010-02-06,1
0375831002,2010-02-07,1
0375831002,2010-02-08,1
0375831002,2010-02-14,1
0375831002,2010-02-15,2
0375831002,2010-02-16,1
0375831002,2010-02-21,2
0375831002,2010-02-22,1
0375831002,2010-02-23,1
0375831002,2010-02-24,1
0375831002,2010-03-01,1
0375831002,2010-03-02,3
0375831002,2010-03-03,1
0375831002,2010-03-08,1
0375831002,2010-03-10,1
0375831002,2010-03-13,2
0375831002,2010-03-16,1
0375831002,2010-03-19,2
0375831002,2010-03-20,1
0375831002,2010-03-22,1
0375831002,2010-03-27,1
0375831002,2010-03-31,1
0375831002,2010-04-02,1
0375831002,2010-04-10,1
0375831002,2010-04-15,1
0375831002,2010-04-19,3
0375831002,2010-04-23,2
0375831002,2010-04-27,1
0375831002,2010-05-02,1
0375831002,2010-05-11,1
0375831002,2010-05-12,1
0375831002,2010-05-19,2
0375831002,2010-06-04,1
0375831002,2010-06-09,2
0375831002,2010-06-10,1
0375831002,2010-06-15,2
0375831002,2010-06-16,1
0375831002,2010-06-25,1
0375831002,2010-06-26,2
0375831002,2010-06-27,1
0375831002,2010-06-30,1
0375831002,2010-07-05,3
0375831002,2010-07-06,1
0375831002,2010-07-09,1
0375831002,2010-07-10,1
0375831002,2010-07-14,2
0375831002,2010-07-19,2
0375831002,2010-07-21,1
0375831002,2010-07-27,1
0375831002,2010-08-01,2
0375831002,2010-08-04,1
0375831002,2010-08-11,1
0375831002,2010-08-14,1
0375831002,2010-08-16,1
0375831002,2010-08-18,1
0375831002,2010-08-19,1
0375831002,2010-08-21,1
0375831002,2010-08-23,2
0375831002,2010-08-25,1
0375831002,2010-08-27,2
0375831002,2010-08-30,1
0375831002,2010-08-31,3
0375831002,2010-09-01,1
0375831002,2010-09-03,1
0375831002,2010-09-04,1
0375831002,2010-09-06,1
0375831002,2010-09-08,1
0375831002,2010-09-19,1
0375831002,2010-10-01,1
0375831002,2010-10-07,1
0375831002,2010-10-09,1
0375831002,2010-10-11,1
0375831002,2010-10-13,1
0375831002,2010-10-18,1
0375831002,2010-10-20,1
0375831002,2010-10-23,1
0375831002,2010-11-02,2
0375831002,2010-11-05,1
0375831002,2010-11-06,2
0375831002,2010-11-09,1
0375831002,2010-11-14,1
0375831002,2010-11-22,1
0375831002,2010-11-23,1
0375831002,2010-11-29,1
0375831002,2010-12-02,1
0375831002,2010-12-03,2
0375831002,2010-12-06,1
0375831002,2010-12-08,1
0375831002,2010-12-11,1
0375831002,2010-12-12,1
0375831002,2010-12-13,1
0375831002,2010-12-17,1
0375831002,2010-12-22,1
0375831002,2010-12-26,1
0375831002,2010-12-27,3
0375831002,2010-12-29,2
0375831002,2011-01-01,1
0375831002,2011-01-02,2
0375831002,2011-01-03,2
0375831002,2011-01-06,1
0375831002,2011-01-07,1
0375831002,2011-01-18,2
0375831002,2011-01-19,1
0375831002,2011-01-21,1
0375831002,2011-01-22,1
0375831002,2011-01-24,1
0375831002,2011-01-31,1
0375831002,2011-02-03,2
0375831002,2011-02-04,1
0375831002,2011-02-05,1
0375831002,2011-02-12,1
0375831002,2011-02-13,2
0375831002,2011-02-15,1
0375831002,2011-02-16,1
0375831002,2011-02-18,1
0375831002,2011-02-20,1
0375831002,2011-02-21,1
0375831002,2011-02-24,1
0375831002,2011-02-26,1
0375831002,2011-03-02,1
0375831002,2011-03-06,1
0375831002,2011-03-07,2
0375831002,2011-03-08,1
0375831002,2011-03-09,1
0375831002,2011-03-10,1
0375831002,2011-03-12,1
0375831002,2011-03-15,1
0375831002,2011-03-18,1
0375831002,2011-03-19,2
0375831002,2011-03-22,1
0375831002,2011-03-25,2
0375831002,2011-03-27,2
0375831002,2011-03-29,1
0375831002,2011-03-31,1
0375831002,2011-04-03,1
0375831002,2011-04-04,1
0375831002,2011-04-07,3
0375831002,2011-04-09,1
0375831002,2011-04-14,1
0375831002,2011-04-17,1
0375831002,2011-04-23,1
0375831002,2011-04-25,1
0375831002,2011-04-28,1
0375831002,2011-04-30,1
0375831002,2011-05-01,1
0375831002,2011-05-05,2
0375831002,2011-05-08,1
0375831002,2011-05-09,1
0375831002,2011-05-16,2
0375831002,2011-05-18,1
0375831002,2011-05-22,2
0375831002,2011-05-25,2
0375831002,2011-05-27,2
0375831002,2011-05-28,1
0375831002,2011-05-30,2
0375831002,2011-06-07,2
0375831002,2011-06-13,1
0375831002,2011-06-15,1
0375831002,2011-06-16,1
0375831002,2011-06-19,2
0375831002,2011-06-29,1
0375831002,2011-07-01,1
0375831002,2011-07-04,1
0375831002,2011-07-09,1
0375831002,2011-07-10,1
0375831002,2011-07-12,1
0375831002,2011-07-18,2
0375831002,2011-07-19,2
0375831002,2011-07-21,1
0375831002,2011-07-22,1
0375831002,2011-07-23,1
0375831002,2011-08-02,1
0375831002,2011-08-03,1
0375831002,2011-08-05,1
0375831002,2011-08-07,1
0375831002,2011-08-08,2
0375831002,2011-08-10,1
0375831002,2011-08-12,1
0375831002,2011-08-15,1
0375831002,2011-08-25,1
0375831002,2011-08-27,2
0375831002,2011-08-29,1
0375831002,2011-08-30,1
0375831002,2011-08-31,1
0375831002,2011-09-02,1
0375831002,2011-09-03,1
0375831002,2011-09-04,1
0375831002,2011-09-05,2
0375831002,2011-09-06,1
0375831002,2011-09-07,1
0375831002,2011-09-14,1
0375831002,2011-09-16,1
0375831002,2011-09-17,1
0375831002,2011-09-21,1
0375831002,2011-09-25,1
0375831002,2011-09-26,1
0375831002,2011-10-01,1
0375831002,2011-10-04,1
0375831002,2011-10-06,1
0375831002,2011-10-08,1
0375831002,2011-10-10,1
0375831002,2011-10-14,1
0375831002,2011-10-15,1
0375831002,2011-10-16,1
0375831002,2011-10-17,1
0375831002,2011-10-21,1
0375831002,2011-10-22,1
0375831002,2011-10-24,1
0375831002,2011-10-26,1
0375831002,2011-10-29,1
0375831002,2011-11-03,1
0375831002,2011-11-05,1
0375831002,2011-11-17,1
0375831002,2011-11-22,1
0375831002,2011-11-24,1
0375831002,2011-11-25,1
0375831002,2011-11-28,1
0375831002,2011-11-30,1
0375831002,2011-12-03,1
0375831002,2011-12-05,1
0375831002,2011-12-06,1
0375831002,2011-12-07,1
0375831002,2011-12-16,1
0375831002,2011-12-17,1
0375831002,2011-12-28,1
0375831002,2011-12-29,1
0375831002,2011-12-30,1
0375831002,2012-01-04,1
0375831002,2012-01-07,1
0375831002,2012-01-09,1
0375831002,2012-01-11,1
0375831002,2012-01-13,2
0375831002,2012-01-14,1
0375831002,2012-01-16,2
0375831002,2012-01-17,1
0375831002,2012-01-18,1
0375831002,2012-01-20,1
0375831002,2012-01-22,2
0375831002,2012-01-24,1
0375831002,2012-01-26,1
0375831002,2012-01-28,2
0375831002,2012-01-31,1
0375831002,2012-02-01,1
0375831002,2012-02-06,1
0375831002,2012-02-07,1
0375831002,2012-02-18,2
0375831002,2012-02-19,2
0375831002,2012-02-22,1
0375831002,2012-02-29,1
0375831002,2012-03-03,1
0375831002,2012-03-04,1
0375831002,2012-03-09,1
0375831002,2012-03-13,1
0375831002,2012-03-19,1
0375831002,2012-03-22,1
0375831002,2012-03-23,1
0375831002,2012-03-24,2
0375831002,2012-04-05,1
0375831002,2012-04-12,2
0375831002,2012-04-15,1
0375831002,2012-04-16,2
0375831002,2012-04-19,1
0375831002,2012-04-24,1
0375831002,2012-04-28,1
0375831002,2012-05-04,1
0375831002,2012-05-07,2
0375831002,2012-05-08,1
0375831002,2012-05-10,1
0375831002,2012-05-12,1
0375831002,2012-05-15,1
0375831002,2012-05-16,1
0375831002,2012-05-17,1
0375831002,2012-05-19,3
0375831002,2012-05-20,1
0375831002,2012-05-22,2
0375831002,2012-05-25,1
0375831002,2012-05-29,1
0375831002,2012-05-30,1
0375831002,2012-06-01,1
0375831002,2012-06-02,1
0375831002,2012-06-05,1
0375831002,2012-06-06,1
0375831002,2012-06-07,1
0375831002,2012-06-14,1
0375831002,2012-06-16,2
0375831002,2012-06-17,1
0375831002,2012-06-22,1
0375831002,2012-06-23,1
0375831002,2012-06-28,1
0375831002,2012-07-01,1
0375831002,2012-07-08,1
0375831002,2012-07-09,1
0375831002,2012-07-11,1
0375831002,2012-07-12,1
0375831002,2012-07-13,1
0375831002,2012-07-14,1
0375831002,2012-07-15,1
0375831002,2012-07-19,1
0375831002,2012-07-21,1
0375831002,2012-07-22,1
0375831002,2012-07-24,1
0375831002,2012-07-28,1
0375831002,2012-07-29,2
0375831002,2012-07-31,1
0375831002,2012-08-01,3
0375831002,2012-08-03,1
0375831002,2012-08-05,1
0375831002,2012-08-08,1
0375831002,2012-08-09,1
0375831002,2012-08-10,4
0375831002,2012-08-11,1
0375831002,2012-08-15,1
0375831002,2012-08-16,1
0375831002,2012-08-18,1
0375831002,2012-08-19,1
0375831002,2012-08-20,1
0375831002,2012-08-21,1
0375831002,2012-08-29,1
0375831002,2012-08-31,1
0375831002,2012-09-01,1
0375831002,2012-09-03,2
0375831002,2012-09-04,1
0375831002,2012-09-05,1
0375831002,2012-09-06,2
0375831002,2012-09-08,2
0375831002,2012-09-09,1
0375831002,2012-09-10,2
0375831002,2012-09-12,4
0375831002,2012-09-15,1
0375831002,2012-09-18,1
0375831002,2012-09-21,1
0375831002,2012-09-22,1
0375831002,2012-09-24,1
0375831002,2012-09-25,1
0375831002,2012-09-26,3
0375831002,2012-09-30,1
0375831002,2012-10-06,3
0375831002,2012-10-07,1
0375831002,2012-10-08,1
0375831002,2012-10-09,2
0375831002,2012-10-11,1
0375831002,2012-10-14,3
0375831002,2012-10-18,1
0375831002,2012-10-20,2
0375831002,2012-10-21,2
0375831002,2012-10-23,2
0375831002,2012-10-24,1
0375831002,2012-10-28,1
0375831002,2012-10-29,1
0375831002,2012-10-31,2
0375831002,2012-11-04,1
0375831002,2012-11-05,1
0375831002,2012-11-06,1
0375831002,2012-11-07,1
0375831002,2012-11-08,1
0375831002,2012-11-15,1
0375831002,2012-11-17,1
0375831002,2012-11-18,1
0375831002,2012-11-19,1
0375831002,2012-11-20,1
0375831002,2012-11-21,1
0375831002,2012-11-25,3
0375831002,2012-11-29,1
0375831002,2012-12-02,2
0375831002,2012-12-03,1
0375831002,2012-12-04,1
0375831002,2012-12-05,2
0375831002,2012-12-07,2
0375831002,2012-12-08,2
0375831002,2012-12-09,1
0375831002,2012-12-10,2
0375831002,2012-12-11,2
0375831002,2012-12-13,2
0375831002,2012-12-14,1
0375831002,2012-12-15,1
0375831002,2012-12-17,1
0375831002,2012-12-19,4
0375831002,2012-12-23,1
0375831002,2012-12-24,1
0375831002,2012-12-27,1
0375831002,2012-12-28,1
0375831002,2012-12-29,3
0375831002,2012-12-31,2
0375831002,2013-01-01,2
0375831002,2013-01-02,2
0375831002,2013-01-04,1
0375831002,2013-01-05,4
0375831002,2013-01-07,2
0375831002,2013-01-08,2
0375831002,2013-01-09,1
0375831002,2013-01-11,2
0375831002,2013-01-12,2
0375831002,2013-01-13,2
0375831002,2013-01-15,3
0375831002,2013-01-16,2
0375831002,2013-01-17,1
0375831002,2013-01-19,3
0375831002,2013-01-20,2
0375831002,2013-01-21,1
0375831002,2013-01-22,1
0375831002,2013-01-23,2
0375831002,2013-01-24,1
0375831002,2013-01-25,2
0375831002,2013-01-26,1
0375831002,2013-01-27,2
0375831002,2013-01-30,2
0375831002,2013-01-31,1
0375831002,2013-02-04,3
0375831002,2013-02-05,1
0375831002,2013-02-06,2
0375831002,2013-02-07,1
0375831002,2013-02-09,1
0375831002,2013-02-10,3
0375831002,2013-02-12,1
0375831002,2013-02-13,4
0375831002,2013-02-15,1
0375831002,2013-02-18,3
0375831002,2013-02-19,1
0375831002,2013-02-21,2
0375831002,2013-02-22,1
0375831002,2013-02-23,3
0375831002,2013-02-25,2
0375831002,2013-02-26,4
0375831002,2013-02-27,2
0375831002,2013-03-02,1
0375831002,2013-03-03,2
0375831002,2013-03-05,1
0375831002,2013-03-06,2
0375831002,2013-03-09,4
0375831002,2013-03-10,2
0375831002,2013-03-11,1
0375831002,2013-03-12,6
0375831002,2013-03-14,4
0375831002,2013-03-16,2
0375831002,2013-03-17,8
0375831002,2013-03-19,1
0375831002,2013-03-20,1
0375831002,2013-03-22,2
0375831002,2013-03-23,1
0375831002,2013-03-24,1
0375831002,2013-03-25,1
0375831002,2013-03-26,2
0375831002,2013-03-27,2
0375831002,2013-03-29,2
0375831002,2013-04-02,1
0375831002,2013-04-03,1
0375831002,2013-04-05,2
0375831002,2013-04-06,1
0375831002,2013-04-07,3
0375831002,2013-04-08,2
0375831002,2013-04-09,3
0375831002,2013-04-10,1
0375831002,2013-04-13,1
0375831002,2013-04-15,1
0375831002,2013-04-16,1
0375831002,2013-04-17,2
0375831002,2013-04-18,1
0375831002,2013-04-19,1
0375831002,2013-04-20,1
0375831002,2013-04-21,1
0375831002,2013-04-22,2
0375831002,2013-04-24,1
0375831002,2013-04-25,1
0375831002,2013-04-27,3
0375831002,2013-04-28,1
0375831002,2013-04-29,3
0375831002,2013-04-30,1
0375831002,2013-05-04,3
0375831002,2013-05-05,1
0375831002,2013-05-06,1
0375831002,2013-05-13,1
0375831002,2013-05-14,1
0375831002,2013-05-16,1
0375831002,2013-05-17,1
0375831002,2013-05-18,3
0375831002,2013-05-19,2
0375831002,2013-05-21,2
0375831002,2013-05-22,4
0375831002,2013-05-23,2
0375831002,2013-05-26,1
0375831002,2013-05-28,2
0375831002,2013-05-29,1
0375831002,2013-05-30,1
0375831002,2013-05-31,2
0375831002,2013-06-02,1
0375831002,2013-06-03,3
0375831002,2013-06-05,1
0375831002,2013-06-07,2
0375831002,2013-06-08,2
0375831002,2013-06-09,1
0375831002,2013-06-10,2
0375831002,2013-06-11,1
0375831002,2013-06-12,1
0375831002,2013-06-14,1
0375831002,2013-06-17,1
0375831002,2013-06-18,1
0375831002,2013-06-20,1
0375831002,2013-06-21,1
0375831002,2013-06-22,2
0375831002,2013-06-23,1
0375831002,2013-06-24,1
0375831002,2013-06-25,1
0375831002,2013-06-26,4
0375831002,2013-06-27,1
0375831002,2013-06-29,1
0375831002,2013-06-30,1
0375831002,2013-07-02,3
0375831002,2013-07-03,2
0375831002,2013-07-05,1
0375831002,2013-07-08,1
0375831002,2013-07-09,3
0375831002,2013-07-11,1
0375831002,2013-07-12,5
0375831002,2013-07-14,3
0375831002,2013-07-16,2
0375831002,2013-07-17,1
0375831002,2013-07-18,2
0375831002,2013-07-20,3
0375831002,2013-07-22,1
0375831002,2013-07-23,1
0375831002,2013-07-24,1
0375831002,2013-07-26,1
0375831002,2013-07-27,1
